Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",Wind 1-hr MW change,Wind 1-hr % change,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 11:00:00,Jun-14,60480,24163,35644,39.95,67.79,-147,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 12:00:00,Jun-14,63850,23833,35644,37.33,66.86,-330,-1.37,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 13:00:00,Jun-14,67021,23034,35644,34.37,64.62,-799,-3.35,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 14:00:00,Jun-14,69632,21323,35644,30.62,59.82,-1711,-7.43,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 15:00:00,Jun-14,71611,20447,35644,28.55,57.36,-876,-4.11,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 16:00:00,Jun-14,72820,20586,35644,28.27,57.75,139,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 17:00:00,Jun-14,73552,21385,35644,29.08,60.00,800,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 18:00:00,Jun-14,73195,22632,35644,30.92,63.49,1247,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 19:00:00,Jun-14,71405,23949,35644,33.54,67.19,1318,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 20:00:00,Jun-14,68726,25289,35644,36.80,70.95,1339,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 21:00:00,Jun-14,66401,25457,35644,38.34,71.42,168,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 22:00:00,Jun-14,64384,24271,35644,37.70,68.09,-1186,-4.66,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2022 23:00:00,Jun-14,60856,24129,35644,39.65,67.70,-142,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 00:00:00,Jun-14,57137,25002,35644,43.76,70.14,873,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 01:00:00,Jun-15,53920,25619,35644,47.51,71.87,617,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 02:00:00,Jun-15,51553,25524,35644,49.51,71.61,-95,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 03:00:00,Jun-15,50051,25200,35644,50.35,70.70,-324,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 04:00:00,Jun-15,49061,25078,35644,51.12,70.36,-122,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 05:00:00,Jun-15,48618,24699,35644,50.80,69.29,-379,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 06:00:00,Jun-15,49207,24020,35644,48.81,67.39,-679,-2.75,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 07:00:00,Jun-15,50371,23748,35644,47.15,66.63,-271,-1.13,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 08:00:00,Jun-15,51673,23520,35644,45.52,65.99,-228,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 09:00:00,Jun-15,53786,23139,35644,43.02,64.92,-381,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 10:00:00,Jun-15,56759,23839,35644,42.00,66.88,699,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 11:00:00,Jun-15,60014,23240,35644,38.72,65.20,-599,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 12:00:00,Jun-15,62968,22966,35644,36.47,64.43,-274,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 13:00:00,Jun-15,65841,22213,35644,33.74,62.32,-753,-3.28,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 14:00:00,Jun-15,68518,21183,35644,30.92,59.43,-1030,-4.64,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 15:00:00,Jun-15,70599,20608,35644,29.19,57.82,-575,-2.71,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 16:00:00,Jun-15,71756,20333,35644,28.34,57.04,-275,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 17:00:00,Jun-15,72613,19829,35644,27.31,55.63,-504,-2.48,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 18:00:00,Jun-15,72663,20171,35644,27.76,56.59,342,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 19:00:00,Jun-15,71685,20954,35644,29.23,58.79,782,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 20:00:00,Jun-15,69469,21541,35644,31.01,60.43,587,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 21:00:00,Jun-15,66829,22029,35644,32.96,61.80,488,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 22:00:00,Jun-15,64860,22425,35644,34.57,62.91,396,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2022 23:00:00,Jun-15,61386,23432,35644,38.17,65.74,1007,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 00:00:00,Jun-15,57458,23798,35644,41.42,66.77,366,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 01:00:00,Jun-16,53930,23499,35644,43.57,65.93,-299,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 02:00:00,Jun-16,51323,22699,35644,44.23,63.68,-800,-3.41,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 03:00:00,Jun-16,49341,21702,35644,43.98,60.89,-996,-4.39,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 04:00:00,Jun-16,48067,20913,35644,43.51,58.67,-790,-3.64,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 05:00:00,Jun-16,47561,19704,35644,41.43,55.28,-1209,-5.78,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 06:00:00,Jun-16,47837,18014,35644,37.66,50.54,-1689,-8.57,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 07:00:00,Jun-16,48774,16773,35644,34.39,47.06,-1241,-6.89,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 08:00:00,Jun-16,49779,14890,35644,29.91,41.77,-1883,-11.23,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 09:00:00,Jun-16,52574,15050,35644,28.63,42.22,160,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 10:00:00,Jun-16,56065,16668,35644,29.73,46.76,1618,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 11:00:00,Jun-16,60019,15386,35644,25.64,43.17,-1282,-7.69,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 12:00:00,Jun-16,63948,14311,35644,22.38,40.15,-1075,-6.99,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 13:00:00,Jun-16,67621,14498,35644,21.44,40.67,187,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 14:00:00,Jun-16,71191,15076,35644,21.18,42.30,578,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 15:00:00,Jun-16,73735,15788,35644,21.41,44.29,711,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 16:00:00,Jun-16,74814,17085,35644,22.84,47.93,1297,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 17:00:00,Jun-16,75125,17755,35644,23.63,49.81,670,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 18:00:00,Jun-16,74881,17833,35644,23.82,50.03,79,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 19:00:00,Jun-16,74183,17733,35644,23.90,49.75,-100,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 20:00:00,Jun-16,71834,17591,35644,24.49,49.35,-142,-0.80,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 21:00:00,Jun-16,68749,16893,35644,24.57,47.39,-698,-3.97,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 22:00:00,Jun-16,66046,17785,35644,26.93,49.90,892,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2022 23:00:00,Jun-16,62042,20162,35644,32.50,56.57,2377,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 00:00:00,Jun-16,57713,21079,35644,36.52,59.14,917,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 01:00:00,Jun-17,53850,20661,35644,38.37,57.96,-418,-1.99,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 02:00:00,Jun-17,50646,19947,35644,39.39,55.96,-714,-3.45,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 03:00:00,Jun-17,48429,19165,35644,39.57,53.77,-782,-3.92,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 04:00:00,Jun-17,46747,17737,35644,37.94,49.76,-1428,-7.45,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 05:00:00,Jun-17,45904,15635,35644,34.06,43.86,-2102,-11.85,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 06:00:00,Jun-17,46113,14257,35644,30.92,40.00,-1378,-8.81,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 07:00:00,Jun-17,46613,12783,35644,27.42,35.86,-1474,-10.34,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 08:00:00,Jun-17,47781,10327,35644,21.61,28.97,-2456,-19.21,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 09:00:00,Jun-17,50779,7133,35644,14.05,20.01,-3194,-30.93,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 10:00:00,Jun-17,54792,7912,35644,14.44,22.20,779,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 11:00:00,Jun-17,59251,8600,35644,14.52,24.13,688,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 12:00:00,Jun-17,63644,7597,35644,11.94,21.31,-1003,-11.67,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 13:00:00,Jun-17,67487,6755,35644,10.01,18.95,-842,-11.08,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 14:00:00,Jun-17,70964,7811,35644,11.01,21.91,1056,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 15:00:00,Jun-17,73428,9573,35644,13.04,26.86,1762,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 16:00:00,Jun-17,74606,11288,35644,15.13,31.67,1715,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 17:00:00,Jun-17,74804,12734,35644,17.02,35.73,1446,12.81,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 18:00:00,Jun-17,74566,13815,35644,18.53,38.76,1081,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 19:00:00,Jun-17,73111,14500,35644,19.83,40.68,685,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 20:00:00,Jun-17,70546,14920,35644,21.15,41.86,420,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 21:00:00,Jun-17,67523,14579,35644,21.59,40.90,-341,-2.29,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 22:00:00,Jun-17,64821,15523,35644,23.95,43.55,945,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2022 23:00:00,Jun-17,61178,17504,35644,28.61,49.11,1981,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 00:00:00,Jun-17,57259,17618,35644,30.77,49.43,114,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 01:00:00,Jun-18,53480,16662,35644,31.16,46.75,-956,-5.42,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 02:00:00,Jun-18,50361,15470,35644,30.72,43.40,-1192,-7.15,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 03:00:00,Jun-18,47819,14475,35644,30.27,40.61,-996,-6.44,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 04:00:00,Jun-18,45912,12941,35644,28.19,36.30,-1534,-10.60,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 05:00:00,Jun-18,44653,11514,35644,25.79,32.30,-1427,-11.03,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 06:00:00,Jun-18,44169,10544,35644,23.87,29.58,-970,-8.43,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 07:00:00,Jun-18,43789,9165,35644,20.93,25.71,-1379,-13.08,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 08:00:00,Jun-18,44949,7399,35644,16.46,20.76,-1766,-19.27,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 09:00:00,Jun-18,48162,5071,35644,10.53,14.23,-2328,-31.47,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 10:00:00,Jun-18,51948,5663,35644,10.90,15.89,593,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 11:00:00,Jun-18,56438,5478,35644,9.71,15.37,-186,-3.28,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 12:00:00,Jun-18,60797,5542,35644,9.12,15.55,64,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 13:00:00,Jun-18,64655,7215,35644,11.16,20.24,1673,30.18,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 14:00:00,Jun-18,67669,8835,35644,13.06,24.79,1620,22.45,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 15:00:00,Jun-18,70021,10481,35644,14.97,29.41,1647,18.64,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 16:00:00,Jun-18,71626,11611,35644,16.21,32.57,1130,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 17:00:00,Jun-18,72467,13020,35644,17.97,36.53,1409,12.14,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 18:00:00,Jun-18,72397,14252,35644,19.69,39.99,1232,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 19:00:00,Jun-18,71124,15407,35644,21.66,43.22,1155,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 20:00:00,Jun-18,68731,15813,35644,23.01,44.36,406,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 21:00:00,Jun-18,65713,15424,35644,23.47,43.27,-389,-2.46,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 22:00:00,Jun-18,63599,15727,35644,24.73,44.12,303,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2022 23:00:00,Jun-18,60325,17531,35644,29.06,49.18,1804,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 00:00:00,Jun-18,56856,18600,35644,32.71,52.18,1069,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 01:00:00,Jun-19,53326,18273,35644,34.27,51.26,-328,-1.76,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 02:00:00,Jun-19,50385,17404,35644,34.54,48.83,-868,-4.75,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 03:00:00,Jun-19,47914,15945,35644,33.28,44.73,-1459,-8.38,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 04:00:00,Jun-19,46271,15103,35644,32.64,42.37,-842,-5.28,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 05:00:00,Jun-19,44938,14028,35644,31.22,39.36,-1075,-7.12,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 06:00:00,Jun-19,44228,13096,35644,29.61,36.74,-933,-6.65,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 07:00:00,Jun-19,43513,11909,35644,27.37,33.41,-1187,-9.06,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 08:00:00,Jun-19,44445,9112,35644,20.50,25.56,-2797,-23.49,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 09:00:00,Jun-19,47843,7163,35644,14.97,20.10,-1948,-21.38,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 10:00:00,Jun-19,52498,8611,35644,16.40,24.16,1448,20.21,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 11:00:00,Jun-19,57197,10103,35644,17.66,28.34,1492,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 12:00:00,Jun-19,61808,10534,35644,17.04,29.55,432,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 13:00:00,Jun-19,65634,11464,35644,17.47,32.16,930,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 14:00:00,Jun-19,68711,12732,35644,18.53,35.72,1268,11.06,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 15:00:00,Jun-19,70904,14095,35644,19.88,39.54,1363,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 16:00:00,Jun-19,72411,15489,35644,21.39,43.45,1393,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 17:00:00,Jun-19,73467,16670,35644,22.69,46.77,1181,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 18:00:00,Jun-19,73801,17572,35644,23.81,49.30,902,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 19:00:00,Jun-19,72735,18728,35644,25.75,52.54,1157,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 20:00:00,Jun-19,70037,19606,35644,27.99,55.00,877,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 21:00:00,Jun-19,66639,18209,35644,27.33,51.09,-1396,-7.12,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 22:00:00,Jun-19,64250,16126,35644,25.10,45.24,-2084,-11.44,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2022 23:00:00,Jun-19,60514,16227,35644,26.82,45.53,102,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 00:00:00,Jun-19,56332,16947,35644,30.08,47.55,720,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 01:00:00,Jun-20,52662,17599,35644,33.42,49.37,651,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 02:00:00,Jun-20,49821,17948,35644,36.03,50.35,350,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 03:00:00,Jun-20,47674,17571,35644,36.86,49.30,-377,-2.10,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 04:00:00,Jun-20,46482,16962,35644,36.49,47.59,-610,-3.47,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 05:00:00,Jun-20,45741,15312,35644,33.48,42.96,-1649,-9.72,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 06:00:00,Jun-20,45878,12885,35644,28.08,36.15,-2428,-15.86,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 07:00:00,Jun-20,46521,10898,35644,23.43,30.57,-1987,-15.42,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 08:00:00,Jun-20,48093,8939,35644,18.59,25.08,-1959,-17.98,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 09:00:00,Jun-20,51451,7830,35644,15.22,21.97,-1109,-12.41,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 10:00:00,Jun-20,55855,10060,35644,18.01,28.22,2230,28.48,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 11:00:00,Jun-20,60757,13016,35644,21.42,36.52,2956,29.38,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 12:00:00,Jun-20,65607,15156,35644,23.10,42.52,2140,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 13:00:00,Jun-20,69675,16328,35644,23.43,45.81,1172,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 14:00:00,Jun-20,73255,17205,35644,23.49,48.27,877,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 15:00:00,Jun-20,75397,17421,35644,23.11,48.88,216,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 16:00:00,Jun-20,76136,16669,35644,21.89,46.77,-752,-4.32,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 17:00:00,Jun-20,76575,16657,35644,21.75,46.73,-13,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 18:00:00,Jun-20,76484,17488,35644,22.87,49.06,831,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 19:00:00,Jun-20,75695,17987,35644,23.76,50.46,499,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 20:00:00,Jun-20,73514,17543,35644,23.86,49.22,-444,-2.47,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 21:00:00,Jun-20,70438,15584,35644,22.12,43.72,-1960,-11.17,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 22:00:00,Jun-20,68087,14508,35644,21.31,40.70,-1076,-6.90,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2022 23:00:00,Jun-20,64008,15897,35644,24.84,44.60,1389,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 00:00:00,Jun-20,59761,17541,35644,29.35,49.21,1644,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 01:00:00,Jun-21,55869,17786,35644,31.84,49.90,245,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 02:00:00,Jun-21,52858,17150,35644,32.45,48.11,-636,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 03:00:00,Jun-21,50394,15762,35644,31.28,44.22,-1387,-8.09,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 04:00:00,Jun-21,48923,14530,35644,29.70,40.77,-1232,-7.82,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 05:00:00,Jun-21,48193,13935,35644,28.91,39.09,-596,-4.10,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 06:00:00,Jun-21,48517,12926,35644,26.64,36.27,-1008,-7.23,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 07:00:00,Jun-21,49338,12011,35644,24.34,33.70,-916,-7.09,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 08:00:00,Jun-21,50790,10203,35644,20.09,28.63,-1807,-15.05,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 09:00:00,Jun-21,53947,8867,35644,16.44,24.88,-1337,-13.10,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 10:00:00,Jun-21,57738,11561,35644,20.02,32.43,2694,30.39,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 11:00:00,Jun-21,61638,12252,35644,19.88,34.37,691,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 12:00:00,Jun-21,65715,10908,35644,16.60,30.60,-1344,-10.97,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 13:00:00,Jun-21,69347,8803,35644,12.69,24.70,-2105,-19.30,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 14:00:00,Jun-21,72378,7959,35644,11.00,22.33,-844,-9.59,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 15:00:00,Jun-21,74572,8283,35644,11.11,23.24,324,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 16:00:00,Jun-21,75807,9604,35644,12.67,26.94,1321,15.94,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 17:00:00,Jun-21,76056,11257,35644,14.80,31.58,1653,17.22,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 18:00:00,Jun-21,75821,12235,35644,16.14,34.32,978,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 19:00:00,Jun-21,74670,13138,35644,17.59,36.86,903,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 20:00:00,Jun-21,72233,13680,35644,18.94,38.38,542,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 21:00:00,Jun-21,68924,13546,35644,19.65,38.00,-134,-0.98,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 22:00:00,Jun-21,66358,13927,35644,20.99,39.07,381,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2022 23:00:00,Jun-21,62431,15704,35644,25.15,44.06,1778,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 00:00:00,Jun-21,58010,16340,35644,28.17,45.84,636,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 01:00:00,Jun-22,54090,15479,35644,28.62,43.43,-861,-5.27,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 02:00:00,Jun-22,51079,15227,35644,29.81,42.72,-252,-1.63,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 03:00:00,Jun-22,48851,14340,35644,29.36,40.23,-886,-5.82,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 04:00:00,Jun-22,47322,12507,35644,26.43,35.09,-1833,-12.78,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 05:00:00,Jun-22,46625,10453,35644,22.42,29.33,-2054,-16.42,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 06:00:00,Jun-22,47015,8741,35644,18.59,24.52,-1712,-16.38,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 07:00:00,Jun-22,47832,7844,35644,16.40,22.01,-897,-10.27,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 08:00:00,Jun-22,49369,5949,35644,12.05,16.69,-1895,-24.15,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 09:00:00,Jun-22,52504,3867,35644,7.37,10.85,-2082,-35.00,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 10:00:00,Jun-22,56207,3964,35644,7.05,11.12,97,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 11:00:00,Jun-22,60453,3155,35644,5.22,8.85,-809,-20.41,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 12:00:00,Jun-22,64810,3086,35644,4.76,8.66,-69,-2.20,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 13:00:00,Jun-22,68582,3779,35644,5.51,10.60,693,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 14:00:00,Jun-22,71864,4487,35644,6.24,12.59,709,18.76,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 15:00:00,Jun-22,73971,5373,35644,7.26,15.07,885,19.73,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 16:00:00,Jun-22,75283,6123,35644,8.13,17.18,751,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2022 17:00:00,Jun-22,75944,6930,35644,9.12,19.44,807,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,
